id	country	rule	tail	manufacturer	designation	site_country
10568	US	N-number	N1155Q	Oberlerchner	Mg 23SL	United States
20627	CA	CF- registration	CF-RCZ	MacGregor	MG-65	Canada
8018	US	USAF/US Army fiscal-year serial	58-1463	Martin	MGM-13A	United States
24960	US	USAF/US Army fiscal-year serial	58-1465	Martin	MGM-13A	United States
26547	US	USAF/US Army fiscal-year serial	59-4870	Martin	MGM-13B	United States
6717	US	USAF/US Army fiscal-year serial	68-10367	Sikorsky	MH-53J	United States
10170	US	USAF/US Army fiscal-year serial	68-10928	Sikorsky	MH-53J	United States
5269	US	USAF/US Army fiscal-year serial	73-1649	Sikorsky	MH-53M	United States
15876	US	USAF/US Army fiscal-year serial	68-8284	Sikorsky	MH-53M	United Kingdom
24899	US	USAF/US Army fiscal-year serial	70-1626	Sikorsky	MH-53M	United States
6567	US	USAF/US Army fiscal-year serial	68-10369	Sikorsky	MH-53M	United States
10154	US	USAF/US Army fiscal-year serial	73-1652	Sikorsky	MH-53M	United States
25794	US	USAF/US Army fiscal-year serial	68-17191	Hughes	MH-6C	United States
10182	US	USAF/US Army fiscal-year serial	89-26009	Sikorsky	MH-60G	United States
9854	US	USAF/US Army fiscal-year serial	91-26373	Sikorsky	MH-60K	United States
14124	TD	TT- registration	TT-KAB	Max Holste	MH.1521M	Chad
14125	GA	TR- registration	TR-KAB	Max Holste	MH.1521M	Gabon
14769	GB	G- registration	G-HOUR	Max Holste	MH.1521M	United Kingdom
22076	AU	VH- registration	VH-HFA	Avions Max Holste	MH.1521M	Australia
26360	US	N-number	N163MH	Max Holste	MH.1521M	United States
16655	RU	CCCP- registration	CCCP-05712	Mil	Mi-1	Germany
17423	DE	D- registration	D-HMIA	Mifka	Mi-1	Germany
11767	RU	CCCP- registration	CCCP-20214	Mil	Mi-1	Russia
11954	RU	CCCP- registration	CCCP-07125	Mil	Mi-1	Russia
12170	RU	CCCP- registration	CCCP-1993	Mil	Mi-1	Russia
12324	RU	RA- registration	RA-10001	Mil	Mi-1	Russia
23666	FI	OH- registration	OH-HRC	Mil	Mi-1	Finland
12074	RU	CCCP- registration	CCCP-68131	Mil	Mi-1M	Russia
12088	RU	CCCP- registration	CCCP-17762	Mil	Mi-1M	Russia
12573	RU	CCCP- registration	CCCP-17411	Mil	Mi-1M	Russia
12654	RU	CCCP- registration	CCCP-17779	Mil	Mi-1M	Russia
12105	RU	RA- registration	RA-68117	Mil	Mi-1T	Russia
12263	RU	RA- registration	RA-04121	Mil	Mi-10K	Russia
12460	RU	RA- registration	RA-06109	Mil	Mi-10K	Russia
5510	RU	CCCP- registration	CCCP-21142	Mil	Mi-12	Russia
10802	SD	ST- registration	ST-SAC	PZL-Swidnik	Mi-2	Sudan
11789	RU	RA- registration	RA-20145	Mil	Mi-2	Russia
11863	RU	RA- registration	RA-23300	Mil	Mi-2	Russia
11890	RU	RA- registration	RA-23692	Mil	Mi-2	Russia
12077	RU	CCCP- registration	CCCP-20735	Mil	Mi-2	Russia
12089	RU	CCCP- registration	CCCP-15724	Mil	Mi-2	Russia
12155	RU	RA- registration	RA-15699	Mil	Mi-2	Russia
12169	RU	CCCP- registration	CCCP-15677	Mil	Mi-2	Russia
12574	RU	CCCP- registration	CCCP-23855	Mil	Mi-2	Russia
12662	RU	CCCP- registration	CCCP-15788	Mil	Mi-2	Russia
12669	RU	RA- registration	RA-20344	Mil	Mi-2	Russia
15062	PL	SP- registration	SP-SAY	Mil	Mi-2	United Kingdom
17063	DE	DDR- registration	DDR-VGI	PZL-Swidnik	Mi-2	Germany
17342	DE	D- registration	D-HZPQ	Mil	Mi-2	Germany
17348	DE	Bundeswehr NN+NN	96+50	Mil	Mi-2	Germany
17551	DE	D- registration	D-HZPL	PZL-Swidnik	Mi-2	Germany
18015	DE	D- registration	D-HZPE	PZL-Swidnik	Mi-2	Germany
18028	HU	HA- registration	HA-BCI	PZL-Swidnik	Mi-2	Germany
30736	RU	CCCP- registration	CCCP-23760	Mil	Mi-2	Spain
12104	RU	RA- registration	RA-15686	Mil	Mi-2P	Russia
17696	DE	Bundeswehr NN+NN	94+50	PZL-Swidnik	Mi-2S	Germany
5502	RU	CCCP- registration	CCCP-20869	Mil	Mi-2SKh	Russia
12511	RU	RF- registration	RF-3449K	Mil	Mi-2U	Russia
15065	DE	Bundeswehr NN+NN	96+26	Mil	Mi-24D	United Kingdom
17029	DE	Bundeswehr NN+NN	98+32	Mil	Mi-24D	Germany
17587	DE	Bundeswehr NN+NN	96+43	Mil	Mi-24P	Germany
18063	DE	Bundeswehr NN+NN	98+33	Mil	Mi-24P	Germany
12653	RU	CCCP- registration	CCCP-06000	Mil	Mi-26	Russia
10668	RU	RA- registration	RA-06019	Mil	Mi-26T	Uganda
11955	RU	CCCP- registration	CCCP-21741	Mil	Mi-4	Russia
12103	RU	RA- registration	RA-36574	Mil	Mi-4	Russia
12323	RU	RA- registration	RA-28029	Mil	Mi-4	Russia
12655	RU	CCCP- registration	CCCP-66922	Mil	Mi-4	Russia
12668	RU	CCCP- registration	CCCP-14343	Mil	Mi-4A	Russia
12575	RU	CCCP- registration	CCCP-35277	Mil	Mi-4PS	Russia
12095	RU	RA- registration	RA-21887	Mil	Mi-6	Russia
12342	RU	RA- registration	RA-21856	Mil	Mi-6	Russia
12576	RU	CCCP- registration	CCCP-21868	Mil	Mi-6	Russia
17344	RU	RA- registration	RA-21133	Mil	Mi-6A	Germany
12101	RU	RA- registration	RA-21075	Mil	Mi-6A	Russia
12262	RU	RA- registration	RA-21076	Mil	Mi-6A	Russia
12317	RU	RA- registration	RA-21050	Mil	Mi-6A	Russia
11889	RU	RA- registration	RA-22649	Mil	Mi-8	Russia
12145	RU	RA- registration	RA-25755	Mil	Mi-8	Russia
12152	RU	RA- registration	RA-25897	Mil	Mi-8	Russia
12153	RU	RA- registration	RA-24623	Mil	Mi-8	Russia
12350	RU	CCCP- registration	CCCP-25736	Mil	Mi-8	Russia
12510	RU	RA- registration	RA-34477	Mil	Mi-8	Russia
12656	RU	CCCP- registration	CCCP-11053	Mil	Mi-8P	Russia
16587	DE	Bundeswehr NN+NN	93+39	Mil	Mi-8PS	Germany
16551	DE	Bundeswehr NN+NN	94+01	Mil	Mi-8S	Germany
17127	DE	Bundeswehr NN+NN	93+51	Mil	Mi-8S	Germany
11766	RU	RA- registration	RA-25873	Mil	Mi-8T	Russia
11899	RU	RA- registration	RA-24653	Mil	Mi-8T	Russia
12075	RU	CCCP- registration	CCCP-27208	Mil	Mi-8T	Russia
12102	RU	RA- registration	RA-25973	Mil	Mi-8T	Russia
12168	RU	CCCP- registration	CCCP-20432	Mil	Mi-8T	Russia
12322	RU	RA- registration	RA-25778	Mil	Mi-8T	Russia
12345	RU	RA- registration	RA-2006	Mil	Mi-8T	Russia
12346	RU	CCCP- registration	CCCP-25559	Mil	Mi-8T	Russia
12347	RU	CCCP- registration	CCCP-25816	Mil	Mi-8T	Russia
12348	RU	CCCP- registration	CCCP-25739	Mil	Mi-8T	Russia
12349	RU	CCCP- registration	CCCP-25822	Mil	Mi-8T	Russia
12522	RU	CCCP- registration	CCCP-25740	Mil	Mi-8T	Russia
12577	RU	CCCP- registration	CCCP-25564	Mil	Mi-8T	Russia
12657	RU	CCCP- registration	CCCP-22430	Mil	Mi-8T	Russia
12658	RU	CCCP- registration	CCCP-25694	Mil	Mi-8T	Russia
12659	RU	CCCP- registration	CCCP-22452	Mil	Mi-8T	Russia
17186	DE	Bundeswehr NN+NN	93+01	Mil	Mi-8T	Germany
17187	DE	Bundeswehr NN+NN	93+14	Mil	Mi-8T	Germany
17345	DE	Bundeswehr NN+NN	94+20	Mil	Mi-8T	Germany
17549	DE	D- registration	D-HOXA	Mil	Mi-8T	Germany
17586	DE	Bundeswehr NN+NN	93+34	Mil	Mi-8T	Germany
17697	DE	Bundeswehr NN+NN	94+21	Mil	Mi-8T	Germany
17896	DE	Bundeswehr NN+NN	94+18	Mil	Mi-8T	Germany
17964	DE	Bundeswehr NN+NN	98+34	Mil	Mi-8T	Germany
18004	DE	Bundeswehr NN+NN	93+18	Mil	Mi-8T	Germany
18027	DE	Bundeswehr NN+NN	93+75	Mil	Mi-8T	Germany
23459	DE	D- registration	D-HOXB	Mil	Mi-8T	Denmark
23471	RU	RA- registration	RA-25525	Mil	Mi-8T	Finland
23713	RU	CCCP- registration	CCCP-25267	Mil	Mi-8T	Finland
16552	DE	Bundeswehr NN+NN	94+14	Mil	Mi-8TB	Germany
17027	DE	Bundeswehr NN+NN	93+60	Mil	Mi-8TB	Germany
17459	DE	Bundeswehr NN+NN	93+86	Mil	Mi-8TB	Germany
17758	DE	Bundeswehr NN+NN	94+10	Mil	Mi-8TB	Germany
17188	DE	Bundeswehr NN+NN	93+92	Mil	Mi-9	Germany
5887	US	US registration (maker is not a UK airframe builder)	N9167	Church	Midwing JC-1	United States
26335	US	N-number	N621BM	Mikoyan-Gurevich	MiG-15	United States
25075	US	N-number	N2276H	Mikoyan-Gurevich	MiG-15bis	United States
17960	DE	Bundeswehr NN+NN	98+25	Mikoyan-Gurevich	MiG-15UTI	Germany
18061	DE	Bundeswehr NN+NN	24+20	Mikoyan-Gurevich	MiG-21bis	Germany
8268	US	USAF/US Army fiscal-year serial	60-2105	Mikoyan-Gurevich	MiG-21F-13	United States
16974	DE	Bundeswehr NN+NN	23+38	Mikoyan-Gurevich	MiG-21MF	Germany
17693	DE	Bundeswehr NN+NN	23+41	Mikoyan-Gurevich	MiG-21MF	Germany
18225	DE	Bundeswehr NN+NN	22+86	Mikoyan-Gurevich	MiG-21MF	France
16921	DE	Bundeswehr NN+NN	23+82	Mikoyan-Gurevich	MiG-21PF	Germany
6829	DE	Bundeswehr NN+NN	22+24	Mikoyan-Gurevich	MiG-21SPS	United States
17062	DE	Bundeswehr NN+NN	22+27	Mikoyan-Gurevich	MiG-21SPS	Germany
17544	DE	Bundeswehr NN+NN	22+38	Mikoyan-Gurevich	MiG-21SPS	Germany
17694	DE	Bundeswehr NN+NN	22+34	Mikoyan-Gurevich	MiG-21SPS	Germany
17856	DE	Bundeswehr NN+NN	22+43	Mikoyan-Gurevich	MiG-21SPS	Germany
17894	DE	Bundeswehr NN+NN	22+33	Mikoyan-Gurevich	MiG-21SPS	Germany
17181	DE	Bundeswehr NN+NN	23+77	Mikoyan-Gurevich	MiG-21U	Germany
17707	DE	Bundeswehr NN+NN	23+59	Mikoyan-Gurevich	MiG-21U-600	Germany
17757	DE	Bundeswehr NN+NN	23+96	Mikoyan-Gurevich	MiG-21U-600	Germany
17545	DE	Bundeswehr NN+NN	23+61	Mikoyan-Gurevich	MiG-21UM	Germany
16765	DE	Bundeswehr NN+NN	24+04	Mikoyan-Gurevich	MiG-21US	Germany
17338	DE	Bundeswehr NN+NN	24+08	Mikoyan-Gurevich	MiG-21US	Germany
16766	DE	Bundeswehr NN+NN	20+44	Mikoyan-Gurevich	MiG-23BN	Germany
17121	DE	Bundeswehr NN+NN	20+51	Mikoyan-Gurevich	MiG-23BN	Germany
17546	DE	Bundeswehr NN+NN	20+57	Mikoyan-Gurevich	MiG-23BN	Germany
17695	DE	Bundeswehr NN+NN	20+42	Mikoyan-Gurevich	MiG-23BN	Germany
17837	DE	Bundeswehr NN+NN	20+47	Mikoyan-Gurevich	MiG-23BN	Germany
17962	RU	CCCP- registration	CCCP-06181	Mikoyan-Gurevich	MiG-23BN	Germany
18062	DE	Bundeswehr NN+NN	20+48	Mikoyan-Gurevich	MiG-23BN	Germany
17016	DE	Bundeswehr NN+NN	20+04	Mikoyan-Gurevich	MiG-23MF	Germany
17183	DE	Bundeswehr NN+NN	20+02	Mikoyan-Gurevich	MiG-23MF	Germany
17122	DE	Bundeswehr NN+NN	20+13	Mikoyan-Gurevich	MiG-23ML	Germany
17458	DE	Bundeswehr NN+NN	20+10	Mikoyan-Gurevich	MiG-23ML	Germany
17677	DE	Bundeswehr NN+NN	20+11	Mikoyan-Gurevich	MiG-23ML	Germany
17895	DE	Bundeswehr NN+NN	20+27	Mikoyan-Gurevich	MiG-23ML	Germany
6343	DE	Bundeswehr NN+NN	20+16	Mikoyan-Gurevich	MiG-23ML	United States
6689	DE	Bundeswehr NN+NN	20+23	Mikoyan-Gurevich	MiG-23ML	United States
7321	DE	Bundeswehr NN+NN	20+20	Mikoyan-Gurevich	MiG-23ML	United States
8269	DE	Bundeswehr NN+NN	20+15	Mikoyan-Gurevich	MiG-23ML	United States
16584	DE	Bundeswehr NN+NN	20+58	Mikoyan-Gurevich	MiG-23UB	Germany
16767	DE	Bundeswehr NN+NN	20+60	Mikoyan-Gurevich	MiG-23UB	Germany
17018	DE	Bundeswehr NN+NN	20+62	Mikoyan-Gurevich	MiG-23UB	Germany
17123	DE	Bundeswehr NN+NN	20+63	Mikoyan-Gurevich	MiG-23UB	Germany
17124	DE	Bundeswehr NN+NN	29+03	Mikoyan-Gurevich	MiG-29G	Germany
20299	US	N-number	N107FB	Mikoyan-Gurevich	MiG-3	United States
10447	US	N-number	N14918	Blatchford	Mini Coupe	United States
10464	US	N-number	N62ME	Chris-Tena	Mini Coupe	United States
10455	US	N-number	N422AU	Aero Spacelines	Mini Guppy	United States
750	US	N-number	N501CS	Revolution Helicopter	Mini-500	United States
17847	DE	D- registration	D-HUBU	Revolution Helicopter	Mini-500	Germany
9703	US	N-number	N75GH	Harrison	Mini-Mac	United States
21293	CA	C-F/G registration	C-IDCP	Team	Mini-MAX	Canada
896	US	N-number	N464BB	JDT	Mini-Max-1600R	United States
16391	GB	G- registration	G-MZHM	Team	Mini-Max HiMax 1700R	United Kingdom
26941	US	N-number	N44ES	Smith	Miniplane	United States
15432	GB	G- registration	G-AFUG	Luton	Minor	United Kingdom
14393	GB	RAF two-letter serial	ZJ748	Meteor	Mirach-100/5	United Kingdom
22535	NZ	ZK- registration	ZK-EXM	Ultraflight	Mirage Mk.II	New Zealand
21819	AU	RAAF A-series serial	A3-105	Government Aircraft Factories	Mirage III D	Australia
21866	AU	RAAF A-series serial	A3-102	Government Aircraft Factories	Mirage III D	Australia
22304	AU	RAAF A-series serial	A3-115	Government Aircraft Factories	Mirage III D	Australia
21579	AU	RAAF A-series serial	A3-45	Government Aircraft Factories	Mirage III O	Australia
21818	AU	RAAF A-series serial	A3-36	Government Aircraft Factories	Mirage III O	Australia
22125	AU	RAAF A-series serial	A3-16	Government Aircraft Factories	Mirage III O	Australia
22223	AU	RAAF A-series serial	A3-92	Dassault	Mirage III O	Australia
22276	AU	RAAF A-series serial	A3-72	Dassault	Mirage III O	Australia
22281	AU	RAAF A-series serial	A3-55	Government Aircraft Factories	Mirage III O	Australia
21867	AU	RAAF A-series serial	A3-97	Government Aircraft Factories	Mirage III O(A)	Australia
22287	AU	RAAF A-series serial	A3-51	Government Aircraft Factories	Mirage III O(A)	Australia
21865	AU	RAAF A-series serial	A3-3	Government Aircraft Factories	Mirage III O(F)	Australia
21952	AU	RAAF A-series serial	A3-42	Government Aircraft Factories	Mirage III O(F)	Australia
22286	AU	RAAF A-series serial	A3-41	Government Aircraft Factories	Mirage III O(F)	Australia
18788	FR	F- registration	F-PJBG	Jurca	MJ-5	France
17948	US	USAF/US Army fiscal-year serial	56-3659	Jurca	MJ-5Sirocco	Germany
892	US	N-number	N751JR	Jurca	MJ-7	United States
16171	GB	G- registration	G-CLAX	Jurca	MJ5Sirocco F.2	United Kingdom
16024	GB	G- registration	G-AAPZ	Desoutter	Mk I	United Kingdom
21290	CA	C-F/G registration	C-IDPF	Chandelle	Mk IV	Canada
19689	TR	TC- registration	TC-KUJ	MKEK	MKEK-4	Turkey
24099	US	N-number	N12RR	Romano-Bushby	MM-1	United States
21685	AU	VH- registration	VH-GVI	Sunderland	MOBA2	Australia
20245	US	N-number	N636M	Fleet	Model 1	United States
10632	US	US registration (maker is not a UK airframe builder)	N6513	Waco	Model 10	United States
4501	US	N-number	N4963C	Lockheed	Model 10A	United States
21341	CA	CF- registration	CF-TCC	Lockheed	Model 10A	Canada
25026	US	N-number	N57573	Lockheed	Model 10A	United States
21120	CA	CF- registration	CF-TCA	Lockheed	Model 10A Electra	Canada
6456	US	N-number	N72GT	Lockheed	Model 10E	United States
21244	CA	CF- registration	CF-BZM	Stinson	Model 10Voyager	Canada
6394	US	N-number	N872H	Boeing	Model 100	United States
6450	CA	CF- registration	CF-TGE	Lockheed	Model 1049G	United States
20796	CA	CF- registration	CF-DLM	Stinson	Model 105Voyager	Canada
21241	CA	CF- registration	CF-BSJ	Stinson	Model 105Voyager HW-75	Canada
6229	GB	G- registration	G-AFTL	Lockheed	Model 12A	United Kingdom
21121	CA	CF- registration	CF-CCT	Lockheed	Model 12A Electra Junior	Canada
14444	GB	RAF two-letter serial	FT475	Beech	Model 17D-17S	United Kingdom
17617	US	N-number	N69H	Beechcraft	Model 17D17S	Germany
21249	CA	CF- registration	CF-DTE	Beechcraft	Model 17D17S Staggerwing	Canada
22080	AU	VH- registration	VH-CLG	Beech Aircraft	Model 18C18S	Australia
21801	AU	VH- registration	VH-CLI	Beech Aircraft	Model 18D18S	Australia
23607	FI	OH- registration	OH-VKU	Lockheed	Model 18L-18-56 Lodestar	Finland
20676	CA	CF- registration	CF-TCY	Lockheed	Model 18Lodestar	Canada
21297	CA	CF- registration	CF-TDB	Lockheed	Model 18Lodestar	Canada
21298	CA	CF- registration	CF-CEC	Lockheed	Model 18Lodestar	Canada
20504	CA	CF- registration	CF-AOD	Fleet	Model 2	Canada
5998	US	N-number	N384L	Lancair	Model 200	United States
22083	AU	VH- registration	VH-FII	Beech Aircraft	Model 200	Australia
22084	US	N-number	N786BP	Beech Aircraft	Model 2000A	Australia
6447	US	N-number	N154AG	Learjet	Model 23	United States
5833	US	N-number	N802L	Lear	Model 23	United States
6427	US	N-number	N37161	Fairchild	Model 24W-41A	United States
6395	US	N-number	N13347	Boeing	Model 247D	United States
5654	US	N-number	N318SL	Scaled Composites	Model 318	United States
5247	US	N-number	N31WW	Rutan	Model 32SP	United States
9728	US	USAF/US Army fiscal-year serial	65-7992	Boeing Vertol	Model 347	United States
6283	US	N-number	N3870N	Beechcraft	Model 35	United States
22081	AU	VH- registration	VH-AWC	Beech Aircraft	Model 35P35	Australia
10526	US	N-number	N448N	Travel Air	Model 4D	United States
10605	US	N-number	N774H	Stearman	Model 4D	United States
10504	US	US registration (maker is not a UK airframe builder)	N5339	Boeing	Model 40C	United States
10606	US	N-number	N788H	Stearman	Model 6L	United States
5248	US	N-number	N82ST	Rutan	Model 61	United States
22082	AU	VH- registration	VH-FDV	Beech Aircraft	Model 65	Australia
10539	US	N-number	N682M	Fleet	Model 7	United States
10607	US	N-number	N571Y	Stearman	Model 70	United States
5997	US	N-number	N121R	Stearman	Model 75	United States
22500	NZ	ZK- registration	ZK-XAF	Boeing	Model 75N2S-3	New Zealand
22501	NZ	ZK- registration	ZK-RTA	Boeing	Model 75PT-13D	New Zealand
6400	US	N-number	N224M	Boeing	Model 80A-1	United States
10633	US	N-number	N139E	Waco	Model 9	United States
24029	US	N-number	N18339	Taylor-Young	Model A	United States
24134	US	N-number	N285SN	Sonex	Model A	United States
22037	AU	VH- registration	VH-SOF	Wright	Model A	Australia
753	US	N-number	N63N	Convertawings	Model A	United States
25108	US	N-number	N901K	Granville Brothers	Model A	United States
10513	US	US registration (maker is not a UK airframe builder)	N8796	Cessna	Model AW	United States
5988	US	N-number	N1911L	Wright	Model B	United States
10561	US	US registration (maker is not a UK airframe builder)	N9000	Funk	Model B	United States
8546	US	N-number	N3768B	Wright B Flyer Inc	Model B	United States
20240	US	N-number	N44VY	Curtiss	Model D	United States
25202	US	N-number	N1GJ	Curtiss	Model D	United States
6312	US	N-number	N11044	Granville Brothers	Model E	United States
20243	US	N-number	N6073R	Wright	Model EX	United States
10500	US	N-number	N17093	Arrow Aircraft	Model F	United States
25158	US	N-number	N1914C	Curtiss	Model F	United States
10612	US	N-number	N4472N	Stinson	Model R	United States
10617	US	N-number	N12146	Stinson	Model W	United States
11700	RU	RA- registration	RA-104	Molniya	Molniya-1	Russia
2854	US	N-number	N450SP	Monnett	Monerai	United States
9710	US	N-number	N5587X	Reznor	Monerai S	United States
6805	US	N-number	N9020C	Monnett	Monerai S	United States
7877	US	N-number	N124KB	Monnett	Moni	United States
8194	US	N-number	N39JG	Monnett	Moni	United States
10630	US	N-number	N11872	Monocoupe	Monocoach	United States
26935	US	US registration (maker is not a UK airframe builder)	N5297	Mono Aircraft	Monocoupe	United States
8215	US	N-number	N286Y	Hartman	Monoplane	United States
15527	GB	G- registration	G-APRT	Taylor	Monoplane	United Kingdom
16383	GB	G- registration	G-CJEN	Ferguson	Monoplane	United Kingdom
15475	AU	VH- registration	VH-UTH	General Aircraft	Monospar ST-12	United Kingdom
8346	US	N-number	N4799E	Mono Aircraft	Monosport-2	United States
20599	GB	RAF two-letter serial	KB161	de Havilland	Mosquito B.XX	Canada
14690	GB	RAF two-letter serial	TA122	de Havilland	Mosquito FB.VI	United Kingdom
15216	GB	RAF two-letter serial	HJ711	de Havilland	Mosquito NF.II	United Kingdom
9954	GB	RAF two-letter serial	LR480	de Havilland	Mosquito PR.IX	South Africa
14689	GB	RAF pre-war single-letter serial	W4050	de Havilland	Mosquito Prototype	United Kingdom
23296	GB	RAF two-letter serial	TW117	de Havilland	Mosquito T.3	Norway
5638	GB	RAF two-letter serial	TV959	de Havilland	Mosquito T.III	United States
6194	GB	RAF two-letter serial	TA719	de Havilland	Mosquito TT.35	United Kingdom
14691	GB	RAF two-letter serial	TA634	de Havilland	Mosquito TT.35	United Kingdom
14692	GB	RAF two-letter serial	TJ118	de Havilland	Mosquito TT.35	United Kingdom
15843	GB	RAF two-letter serial	TA639	de Havilland	Mosquito TT.35	United Kingdom
15520	GB	RAF two-letter serial	VM590	Slingsby	Motor Cadet T.7	United Kingdom
17811	DE	D- registration	D-EHOG	Pützer	Motorraab	Germany
18795	FR	F- registration	F-PBGE	Max Plan	MP-204	France
3206	US	USAF/US Army fiscal-year serial	00-3069	General Atomics	MQ-1B	United States
4527	US	USAF/US Army fiscal-year serial	00-3067	General Atomics	MQ-1B	United States
6521	US	USAF/US Army fiscal-year serial	03-3116	General Atomics	MQ-1B	United States
6736	US	USAF/US Army fiscal-year serial	03-3108	General Atomics	MQ-1B	United States
7074	US	USAF/US Army fiscal-year serial	07-3185	General Atomics	MQ-1B	United States
14763	US	USAF/US Army fiscal-year serial	03-33120	General Atomics	MQ-1B	United Kingdom
15804	US	USAF/US Army fiscal-year serial	03-3119	General Atomics	MQ-1B	United Kingdom
24904	US	USAF/US Army fiscal-year serial	08-3243	General Atomics	MQ-1B	United States
26997	US	USAF/US Army fiscal-year serial	09-3251	General Atomics	MQ-1B	United States
8258	US	USAF/US Army fiscal-year serial	07-0110	General Atomics	MQ-1C	United States
4171	US	USAF/US Army fiscal-year serial	02-4002	General Atomics	MQ-9A	United States
6735	US	USAF/US Army fiscal-year serial	02-4001	General Atomics	MQ-9A	United States
