id,state,museum,aircraft,aliases_before,aliases_after,description_before,description_after,had_description
8277,Nebraska,Strategic Air Command & Aerospace Museum,Republic F-105-D 61-0069,taken on strength 5 January 1962 | credited with MiG-17 kills on 28 April 1967 and 3 June 1967 | carried the nose art Pussy Galore and Cherry Girl in Southeast Asia | arrived January 2000 | displayed off site on a pylon beside Interstate 80 near mile marker 428.2 | the museum renders the serial as 61-069,,,taken on strength 5 January 1962; credited with MiG-17 kills on 28 April 1967 and 3 June 1967; carried the nose art Pussy Galore and Cherry Girl in Southeast Asia; arrived January 2000; displayed off site on a pylon beside Interstate 80 near mile marker 428.2; the museum renders the serial as 61-069,False
8276,Nebraska,Strategic Air Command & Aerospace Museum,Republic F-84-F 51-1714,delivered December 1954 | transferred to the museum 1971,,,delivered December 1954; transferred to the museum 1971,False
8278,Nebraska,Strategic Air Command & Aerospace Museum,Rockwell B-1-A 76-0174,the fourth and last B-1A prototype | the only B-1A with ejection seats rather than a crew escape module | delivered to the National Museum of the USAF 16 December 1986 and held on USAF loan | transferred to the museum 2003,,,the fourth and last B-1A prototype; the only B-1A with ejection seats rather than a crew escape module; delivered to the National Museum of the USAF 16 December 1986 and held on USAF loan; transferred to the museum 2003,False
8279,Nebraska,Strategic Air Command & Aerospace Museum,Sikorsky H-19-B 53-4426,the museum exhibit page titles it H-19B Whirlwind | accepted by the USAF 27 August 1954 | transferred to the museum 1967,,,the museum exhibit page titles it H-19B Whirlwind; accepted by the USAF 27 August 1954; transferred to the museum 1967,False
8291,Nebraska,Strategic Air Command & Aerospace Museum,TRW Vela,nuclear detonation detection satellite | listed on Wikipedia but not on the current museum exhibit index | manufacturer attribution is generic to the Vela programme,,,nuclear detonation detection satellite; listed on Wikipedia but not on the current museum exhibit index; manufacturer attribution is generic to the Vela programme,False
8299,Nebraska,Zorinsky Memorial Air Park,Boeing B-17-F 42-3374,c/n 8310 | recorded by Aerial Visuals as an RB-17F | a long-serving Offutt gate guard refurbished on base | displayed on the south side of the base rather than at the air park,c/n 8310,,recorded by Aerial Visuals as an RB-17F; a long-serving Offutt gate guard refurbished on base; displayed on the south side of the base rather than at the air park,False
8297,Nebraska,Zorinsky Memorial Air Park,Boeing EC-135-A 61-0287,c/n 18194 | from the Looking Glass airborne command post fleet | gate guard at the STRATCOM entrance,c/n 18194,,from the Looking Glass airborne command post fleet; gate guard at the STRATCOM entrance,False
6663,Nevada,Hawthorne Ordnance Museum,Gyrodyne QH-50-D,BuNo not published | anti-submarine drone helicopter | displayed with MK 44 torpedo interpretation,,,BuNo not published; anti-submarine drone helicopter; displayed with MK 44 torpedo interpretation,False
6664,Nevada,Hawthorne Ordnance Museum,Piasecki HUP-1,BuNo not published | sub-variant uncertain and reported only as HUP-1 | outdoors,,,BuNo not published; sub-variant uncertain and reported only as HUP-1; outdoors,False
6665,Nevada,Howard W. Cannon Aviation Museum,Cessna 172 N9172B,c/n 172-36772 | flew the unbroken 64-day 22-hour endurance record Dec 1958 to Feb 1959 | registration cancelled | suspended over baggage claim,c/n 172-36772,,flew the unbroken 64-day 22-hour endurance record Dec 1958 to Feb 1959; registration cancelled; suspended over baggage claim,False
6666,Nevada,Indian Springs School Air Park,Republic F-84-F,serial not established | tail marking 1776 is commemorative and is not a USAF serial | displayed at the school whose mascot is the Thunderbirds,,,serial not established; tail marking 1776 is commemorative and is not a USAF serial; displayed at the school whose mascot is the Thunderbirds,False
6685,Nevada,NAS Fallon Heritage Air Park,Bell HH-1-N 158272,main gate group | recorded only by Aerial Visuals,,,main gate group; recorded only by Aerial Visuals,False
6684,Nevada,NAS Fallon Heritage Air Park,Bell UH-1-B 60-3593,c/n 0239 | a USAF airframe displayed in US Navy HA(L)-3 Seawolves markings coded 313,c/n 0239,,a USAF airframe displayed in US Navy HA(L)-3 Seawolves markings coded 313,False
6671,Nevada,NAS Fallon Heritage Air Park,Douglas A-4-B 142100,c/n 11354 | pole-mounted at the main gate | painted in an aggressor scheme it never wore in service,c/n 11354,,pole-mounted at the main gate; painted in an aggressor scheme it never wore in service,False
6670,Nevada,NAS Fallon Heritage Air Park,Douglas A-4-F 155025,c/n 13841 | wears VA-94 NF-401,c/n 13841,,wears VA-94 NF-401,False
6681,Nevada,NAS Fallon Heritage Air Park,Douglas AD-4B 132261,c/n 8369 | NK-500 | wears NK-500 | main gate group,c/n 8369 | NK-500,,wears NK-500; main gate group,False
6678,Nevada,NAS Fallon Heritage Air Park,General Dynamics F-16-N 163576,86-1694 | USAF serial 86-1694 | ex-TOPGUN adversary | wears the scheme it actually flew,86-1694,,USAF serial 86-1694; ex-TOPGUN adversary; wears the scheme it actually flew,False
6672,Nevada,NAS Fallon Heritage Air Park,Grumman A-6-E 155627,c/n I-353 | wears VA-145 NE-500,c/n I-353,,wears VA-145 NE-500,False
6676,Nevada,NAS Fallon Heritage Air Park,Grumman E-2-C 159496,reported in VAW-124 VAW-123 and AJ-600 markings in different years,,,reported in VAW-124 VAW-123 and AJ-600 markings in different years,False
6673,Nevada,NAS Fallon Heritage Air Park,Grumman EA-6-B 158810,c/n P-40 | wears VAQ-129 NJ-901,c/n P-40,,wears VAQ-129 NJ-901,False
6667,Nevada,NAS Fallon Heritage Air Park,Grumman F-14-A 159626,c/n 173 | some sources record it as an F-14D(R) c/n 175 | repainted more than once,c/n 173,,some sources record it as an F-14D(R) c/n 175; repainted more than once,False
6677,Nevada,NAS Fallon Heritage Air Park,Lockheed S-3-B 160571,c/n 394A-3151 | markings reported as both VS-41 NJ-721 and VS-31 AG-700,c/n 394A-3151,,markings reported as both VS-41 NJ-721 and VS-31 AG-700,False
6668,Nevada,NAS Fallon Heritage Air Park,McDonnell Douglas F-4-N 151510,converted from F-4B | wears VF-161 NF-100 | two visitor reports read the airframe as F-4B 151014,,,converted from F-4B; wears VF-161 NF-100; two visitor reports read the airframe as F-4B 151014,False
6669,Nevada,NAS Fallon Heritage Air Park,McDonnell Douglas F/A-18-A 161708,c/n 54 | wears VFA-22 CAG markings NF-300,c/n 54,,wears VFA-22 CAG markings NF-300,False
6688,Nevada,NAS Fallon Heritage Air Park,Mikoyan-Gurevich MiG-21-bis 3964,c/n N75033964 | Soviet-built | ex-Hungarian Air Force and displayed in Hungarian colours,c/n N75033964 | Soviet-built,,ex-Hungarian Air Force and displayed in Hungarian colours,False
6689,Nevada,NAS Fallon Heritage Air Park,Mikoyan-Gurevich MiG-23-ML 20+23,c/n 0390324640 | Soviet-built | ex-East German NVA then Luftwaffe | displayed as 353 red,c/n 0390324640 | Soviet-built,,ex-East German NVA then Luftwaffe; displayed as 353 red,False
6690,Nevada,NAS Fallon Heritage Air Park,Mikoyan-Gurevich MiG-29 2960717458,Soviet-built at MAPO Moscow | ex-Moldovan Air Force from the 1997 US purchase | displayed as Black 15,,,Soviet-built at MAPO Moscow; ex-Moldovan Air Force from the 1997 US purchase; displayed as Black 15,False
6680,Nevada,NAS Fallon Heritage Air Park,North American F-86-F 52-4584,F-86F-30-NA | wears generic FU-371 buzz markings not its own service history,F-86F-30-NA,,wears generic FU-371 buzz markings not its own service history,False
6682,Nevada,NAS Fallon Heritage Air Park,North American RA-5-C 156638,c/n 316-31 | main gate group | wears RVAH-7 NH-610,c/n 316-31,,main gate group; wears RVAH-7 NH-610,False
6679,Nevada,NAS Fallon Heritage Air Park,Northrop F-5-E 160796,c/n R.1092 | wears VFC-13 aggressor colours AF-13 | some sources list it as F-5N,c/n R.1092,,wears VFC-13 aggressor colours AF-13; some sources list it as F-5N,False
6686,Nevada,NAS Fallon Heritage Air Park,PZL-Mielec Lim-2 1614,c/n 1B 016-14 | MiG-15bis built under licence in Poland | ex-Polish Air Force | displayed wearing 546,c/n 1B 016-14,,MiG-15bis built under licence in Poland; ex-Polish Air Force; displayed wearing 546,False
6687,Nevada,NAS Fallon Heritage Air Park,PZL-Mielec Lim-5 1319,c/n 1C 13-19 | MiG-17F built under licence in Poland | ex-Polish Air Force | displayed wearing 3020,c/n 1C 13-19,,MiG-17F built under licence in Poland; ex-Polish Air Force; displayed wearing 3020,False
6675,Nevada,NAS Fallon Heritage Air Park,Vought A-7-B 154420,A-7B-2-CV | main gate group,A-7B-2-CV,,main gate group,False
6674,Nevada,NAS Fallon Heritage Air Park,Vought A-7-C 156734,NL-300 | wears NL-300,NL-300,,wears NL-300,False
6683,Nevada,NAS Fallon Heritage Air Park,Vought F-8-L 145449,DF-8L drone director conversion | wears VF-111 Sundowners,,,DF-8L drone director conversion; wears VF-111 Sundowners,False
6691,Nevada,Nellis AFB Freedom Park,Fairchild Republic A-10-A 77-0255,c/n A10-180 | Desert Storm combat veteran | ex-81 TFW RAF Bentwaters and 926 TFG | arrived Nellis 2005 | NMUSAF loan,c/n A10-180,,Desert Storm combat veteran; ex-81 TFW RAF Bentwaters and 926 TFG; arrived Nellis 2005; NMUSAF loan,False
6692,Nevada,Nellis AFB Freedom Park,General Dynamics F-111-A 67-0100,c/n A1-145 | tail code NA | 474 TFW Nellis then 366 TFW Mountain Home | NMUSAF loan,c/n A1-145,,tail code NA; 474 TFW Nellis then 366 TFW Mountain Home; NMUSAF loan,False
6693,Nevada,Nellis AFB Freedom Park,Lockheed F-117-A 79-10780,YF-117A c/n FSD-1 | the first F-117 ever to fly 18 June 1981 | gate guardian since May 1992,,,YF-117A c/n FSD-1; the first F-117 ever to fly 18 June 1981; gate guardian since May 1992,False
6694,Nevada,Nellis AFB Freedom Park,McDonnell Douglas F-4-C 64-0806,c/n 1128 | 480 TFS Da Nang | wears WA markings and four kill stars that are commemorative not this airframe's record,c/n 1128,,480 TFS Da Nang; wears WA markings and four kill stars that are commemorative not this airframe's record,False
6696,Nevada,Nellis AFB Freedom Park,North American F-100-D 55-3595,c/n 223-277 | tail code WB | painted as 56-3298 which is not its serial | NMUSAF loan,c/n 223-277,,tail code WB; painted as 56-3298 which is not its serial; NMUSAF loan,False
6695,Nevada,Nellis AFB Freedom Park,North American F-86-E 51-13010,c/n 172-301 | 3595th Pilot Training Group Nellis | displayed at Cannon AFB 1982-1986 | NMUSAF loan,c/n 172-301,,3595th Pilot Training Group Nellis; displayed at Cannon AFB 1982-1986; NMUSAF loan,False
6697,Nevada,Nellis AFB Freedom Park,Northrop F-5-E 74-1571,c/n R.1269 | 64th Aggressor Squadron | painted as 73-0865 which is not its serial,c/n R.1269,,64th Aggressor Squadron; painted as 73-0865 which is not its serial,False
6698,Nevada,Nellis AFB Freedom Park,Republic F-105-G 63-8276,c/n F053 | Wild Weasel | built as F-105F and converted to F-105G in 1972 | tail code WA | NMUSAF loan,c/n F053 | Wild Weasel,,built as F-105F and converted to F-105G in 1972; tail code WA; NMUSAF loan,False
6699,Nevada,Nevada Air National Guard 152nd Airlift Wing,McDonnell Douglas F-101-B 59-0483,RF-101B | c/n 807 | ex-RCAF CF-101B 17483 | pylon-mounted near the main gate,RF-101B | c/n 807,,ex-RCAF CF-101B 17483; pylon-mounted near the main gate,False
6700,Nevada,Nevada Air National Guard 152nd Airlift Wing,McDonnell Douglas F-4-C 65-0886,RF-4C | c/n 1490 | pylon-mounted near wing headquarters,RF-4C | c/n 1490,,pylon-mounted near wing headquarters,False
6702,Nevada,Winnemucca Veterans Memorial Park,Bell UH-1-H 66-16654,2025 combat hours with the 335th Assault Helicopter Company in Vietnam | one source renders the serial 69-16654 but the July 1967 build favours FY66,,,2025 combat hours with the 335th Assault Helicopter Company in Vietnam; one source renders the serial 69-16654 but the July 1967 build favours FY66,False
6701,Nevada,Winnemucca Veterans Memorial Park,North American F-86-L 53-0568,c/n 201-12 | built as F-86D-55-NA and later converted to F-86L | tail marking 30568 is its own serial | served in Germany | moved here from Vesco Park by 1992,c/n 201-12,,built as F-86D-55-NA and later converted to F-86L; tail marking 30568 is its own serial; served in Germany; moved here from Vesco Park by 1992,False
6703,New Mexico,Anderson-Abruzzo Albuquerque International Balloon Museum,Hall Cherokee II N3034,s/n RS-1 | built by R.L. Schellenbaum | on loan from the US Southwest Soaring Museum | hangs in the gallery | registration cancelled,s/n RS-1,,built by R.L. Schellenbaum; on loan from the US Southwest Soaring Museum; hangs in the gallery; registration cancelled,False
6704,New Mexico,Anderson-Abruzzo Albuquerque International Balloon Museum,Yost Gas Balloon,gondola on display | from the early round-the-world attempts,,,gondola on display; from the early round-the-world attempts,False
6705,New Mexico,CAF Lobo Wing,Beechcraft AT-11 N320A,c/n 877 | 41-9451 | USAAF 41-9451 | flown from the Wichita plant to Albuquerque in 1942 and logged 492 hours training bombardiers and navigators | titled to American Airpower Heritage Flying Museum,c/n 877 | 41-9451,,USAAF 41-9451; flown from the Wichita plant to Albuquerque in 1942 and logged 492 hours training bombardiers and navigators; titled to American Airpower Heritage Flying Museum,False
6706,New Mexico,CAF Lobo Wing,Fairchild PT-26 N5519N,M-62A-3 | c/n FC-18 | ex-RCAF and wears 10520 | first post-restoration flight 10 September 1998 | the wing's own text says 1942 but the FAA record says 1944,M-62A-3 | c/n FC-18,,ex-RCAF and wears 10520; first post-restoration flight 10 September 1998; the wing's own text says 1942 but the FAA record says 1944,False
6712,New Mexico,Cannon AFB Static Displays,General Dynamics EF-111-A 66-0016,c/n A1-34/EF-10 | code CC | credited with forcing an Iraqi Mirage F1 into the ground 17 January 1991 | moved 2013 to the Joe Cannon Estates entrance,c/n A1-34/EF-10,,code CC; credited with forcing an Iraqi Mirage F1 into the ground 17 January 1991; moved 2013 to the Joe Cannon Estates entrance,False
6711,New Mexico,Cannon AFB Static Displays,General Dynamics F-111-A 63-9771,code CC,,,code CC,False
6718,New Mexico,Cannon AFB Static Displays,General Dynamics F-16-A 79-0307,GF-16A ground instructional airframe now displayed | code CC | on Eagle Claw Blvd near the Housing Office,,,GF-16A ground instructional airframe now displayed; code CC; on Eagle Claw Blvd near the Housing Office,False
6715,New Mexico,Cannon AFB Static Displays,Lockheed AC-130-H 69-6572,Spectre | has an interpretive plaque,Spectre,,has an interpretive plaque,False
